Epoch,Learning rate,Training loss,Training avg_loss,Training accuracy,Training precission,Training recall,Training specificity,Training F1,Training tp,Training fn,Training fp,Training tn,Validation loss,Validation avg_loss,Validation accuracy,Validation precission,Validation recall,Validation specificity,Validation F1,Validation tp,Validation fn,Validation fp,Validation tn
70,1.25e-05,260.58705358207226,0.011263758529590329,0.9917441106548519,0.9886295115858386,0.9948855755894591,0.9886197085955686,0.9917476776841649,11477.0,59.0,132.0,11467.0,2969.84439355488,0.017996330213936554,0.9602726859566733,0.845776833850678,0.972084872003505,0.9574362558333521,0.9045428072218987,31062.0,892.0,5664.0,127407.0
71,1.25e-05,255.53254333138466,0.011045279590723349,0.991138966933218,0.9880658085414713,0.994423472889499,0.9878038156633853,0.9912344464873647,11591.0,65.0,140.0,11339.0,3250.5679223067523,0.019697427191678548,0.9515527950310559,0.8148605671932084,0.9702384677974588,0.9470658520639358,0.8857873458950586,31003.0,951.0,7044.0,126027.0
72,1.25e-05,258.970251172781,0.011193872970511389,0.9910957423816728,0.9880550506361984,0.9940782025603065,0.9881565396498455,0.9910574752561209,11415.0,68.0,138.0,11514.0,2700.684004385685,0.016365302253511196,0.9646841387668535,0.8709182804247828,0.9598798272516743,0.9658377858436473,0.9132376585482045,30672.0,1282.0,4546.0,128525.0
73,1.25e-05,257.6980082988739,0.01113888084283008,0.9917441106548519,0.9884592197054517,0.995058089127796,0.988449271614516,0.9917476776841649,11477.0,57.0,134.0,11467.0,3136.9332070834616,0.019008836279857364,0.9544493258597182,0.8242443542180824,0.9720222820304187,0.9502295766921418,0.8920545112512027,31060.0,894.0,6623.0,126448.0
74,1.25e-05,260.72579607367516,0.01126975561157014,0.9905338232115842,0.9875739137886709,0.9936195895844111,0.9874317413539049,0.9905875273993209,11524.0,74.0,145.0,11392.0,2776.290747446202,0.016823455521564626,0.965405241630056,0.8653562379931509,0.972679476747825,0.9636584980950019,0.9158845456822501,31081.0,873.0,4836.0,128235.0
75,1.25e-05,261.1873968243599,0.01128970809701145,0.9913983142424897,0.9882077516691233,0.9945026178010471,0.9883511777301928,0.991345192014961,11397.0,63.0,136.0,11539.0,2845.680565780738,0.017243936165918728,0.9611634600818058,0.8512692170182338,0.968673718470301,0.9593600408804323,0.9061845861084681,30953.0,1001.0,5408.0,127663.0
76,1.25e-05,261.08681669831276,0.011285360566168695,0.9908796196239464,0.9878080192324203,0.9940383618455159,0.9877173254908745,0.9909133973558417,11505.0,69.0,142.0,11419.0,2840.443165311174,0.01721219915352931,0.9636782305711256,0.8571428571428571,0.9749014207923891,0.9609832345139061,0.9122375472195379,31152.0,802.0,5192.0,127879.0
77,1.25e-05,251.9626323580742,0.010890971789845437,0.9924357034795764,0.9897075220859421,0.9952561669829222,0.9896022874967507,0.9924740893648132,11539.0,55.0,120.0,11421.0,2880.4433617679488,0.017454587861038925,0.961520981669444,0.8520708431879435,0.9696125680665957,0.9595779696552968,0.9070495930675098,30983.0,971.0,5379.0,127692.0
78,1.25e-05,269.71461859345436,0.011658293433907688,0.9908796196239464,0.9880188275566966,0.993887741046832,0.987846167202014,0.99094459465259,11545.0,71.0,140.0,11379.0,3353.8804362577953,0.020323468785079808,0.9468444175124981,0.7965511948012076,0.9743381110346122,0.9402424269750734,0.8765202702702704,31134.0,820.0,7952.0,125119.0
79,1.25e-05,264.33518278598785,0.011425769733563339,0.9908363950724012,0.9879195789110363,0.9937505424876313,0.9879455829171689,0.9908264820424059,11449.0,72.0,140.0,11474.0,2885.228213915535,0.017483582571825692,0.9596121799727314,0.8438528268022734,0.9711147274206672,0.9568501025768199,0.9030221019395579,31031.0,923.0,5742.0,127329.0
80,6.25e-06,258.62186056375504,0.011178813942673655,0.9921331316187595,0.9893680871130927,0.9949987065620419,0.9892529034494714,0.9921754084264833,11539.0,58.0,124.0,11414.0,2850.0541712374416,0.017270438850098116,0.9608604756855021,0.8485876015204135,0.9711460224072104,0.9583906335715521,0.9057396786480453,31032.0,922.0,5537.0,127534.0
81,6.25e-06,256.1468215584755,0.011071831491613377,0.9913983142424897,0.9877480586712684,0.995045632333768,0.9877901977644024,0.9913834163238796,11448.0,57.0,142.0,11488.0,2713.3784062117056,0.016442226366985037,0.9648356309650054,0.8654722307627806,0.9690179633222757,0.9638313381578255,0.9143228359244658,30964.0,990.0,4813.0,128258.0
82,6.25e-06,256.54766626656055,0.011089157824359652,0.9910092932785822,0.9884654818865345,0.9937295997251331,0.9882537196554424,0.9910905508438277,11569.0,73.0,135.0,11358.0,3065.676296953903,0.018577041641896094,0.9548189668232087,0.826552919221541,0.970269762784002,0.9511088065769401,0.8926638258666361,31004.0,950.0,6506.0,126565.0
83,6.25e-06,256.3605228662491,0.01108106863480653,0.9919170088610331,0.9886304909560724,0.9952310760426601,0.988622651267023,0.9919198029641793,11478.0,55.0,132.0,11470.0,2830.658414602826,0.01715290661780231,0.9621511892137555,0.8543780326422585,0.9698316329723978,0.960306903833292,0.9084513235423445,30990.0,964.0,5282.0,127789.0
84,6.25e-06,251.92137184739113,0.010889188322774633,0.9921763561703048,0.9894664134001037,0.9948780276065631,0.9894972451790633,0.9921648413488593,11460.0,59.0,122.0,11494.0,2714.0429985276614,0.016446253589017794,0.9641205877897289,0.8627888179715154,0.9687676034299305,0.9630047117704083,0.9127121017793699,30956.0,998.0,4923.0,128148.0
85,6.25e-06,247.94710439443588,0.01071740239439965,0.9931272963043009,0.9901611535199322,0.9963301186310489,0.9898406025573656,0.9932360573446208,11674.0,43.0,116.0,11302.0,2889.1728145308934,0.017507485620547755,0.960163611574004,0.8471766250820748,0.9690805532953621,0.9580224090898843,0.9040376025457624,30966.0,988.0,5586.0,127485.0
86,6.25e-06,248.6885441839695,0.010749450796800064,0.992997622649665,0.9917143589305544,0.9944325481798715,0.9915357766143107,0.9930715935334873,11610.0,65.0,97.0,11363.0,2825.843033991174,0.01712372691405044,0.9616239963641873,0.8483291187426925,0.9763722851599174,0.9580825273726056,0.9078581717129098,31199.0,755.0,5578.0,127493.0
87,6.25e-06,247.7560092508793,0.010709142392516935,0.9933866436135725,0.9915951972555747,0.9952655590944306,0.9914915783990276,0.9934269880139193,11562.0,55.0,98.0,11420.0,2745.4723333273264,0.016636705549627793,0.9645811240721103,0.8640914795704923,0.9695812730800526,0.9633804510374161,0.9138020026840095,30982.0,972.0,4873.0,128198.0
88,6.25e-06,252.61243137717247,0.010919059061040522,0.9923492543764858,0.9901015665346875,0.9946389969736273,0.9900605012964564,0.9923650951127981,11503.0,62.0,115.0,11455.0,2735.0341297066025,0.01657345329317741,0.9644296318739585,0.8690644631841078,0.9611003317268574,0.9652290882310947,0.9127682339654045,30711.0,1243.0,4627.0,128444.0
89,6.25e-06,248.5696554929018,0.010744311886444858,0.9930408472012103,0.9907874152616026,0.9951986032300305,0.9909246575342465,0.9929881102739427,11400.0,55.0,106.0,11574.0,2793.4420392109673,0.016927386997188106,0.9633146492955613,0.8619542735759406,0.9651060900043813,0.9628844752049658,0.9106183192582532,30839.0,1115.0,4939.0,128132.0
90,6.25e-06,251.20106279850006,0.01085805328716231,0.9918737843094878,0.989779125162408,0.9939114551622162,0.989860800824884,0.9918409860255187,11427.0,70.0,118.0,11520.0,2824.8389646188475,0.017117642566998017,0.9625208301772459,0.8577338479051559,0.9667960192777117,0.9614942399170368,0.9090053110885524,30893.0,1061.0,5124.0,127947.0
91,6.25e-06,248.78570920228958,0.010753650711142839,0.9931705208558461,0.9914319647098745,0.9951464577656676,0.9911333508910544,0.9932857385687575,11687.0,57.0,101.0,11290.0,2802.9387227823377,0.016984933935963262,0.9631328586577791,0.8598453235408668,0.967265444075859,0.9621405114562902,0.9103976435935198,30908.0,1046.0,5038.0,128033.0
92,6.25e-06,250.23215708136559,0.010816172772049517,0.9919170088610331,0.9891163513863696,0.9947011813759555,0.9891594252774671,0.9919009051929489,11451.0,61.0,126.0,11497.0,2607.3346718329394,0.015799634430134463,0.9676049083472201,0.8744019812011031,0.9723665268823934,0.9664615130268804,0.9207859174964438,31071.0,883.0,4463.0,128608.0
93,6.25e-06,248.29966190457344,0.010732641534669265,0.9930840717527556,0.9908814589665653,0.9952027911033581,0.9910025706940874,0.9930374238468234,11410.0,55.0,105.0,11565.0,3034.6012524141015,0.018388736569696116,0.9568550219663687,0.831562082777036,0.9745884709269576,0.9525967340742911,0.8974122528960867,31142.0,812.0,6308.0,126763.0
94,6.25e-06,247.2756586074829,0.010688379451371641,0.9929543980981197,0.9911427579020493,0.9946840958605665,0.9912521440823328,0.992910269235788,11414.0,61.0,102.0,11558.0,2765.4365907402484,0.016757682719225866,0.9634479624299349,0.8607091172214182,0.967860048820179,0.9623884993725155,0.9111451551129834,30927.0,1027.0,5005.0,128066.0
95,6.25e-06,243.389243632555,0.010520390906961531,0.9939485627836612,0.9921002919457325,0.9958627822789174,0.9920228908349953,0.9939779766001376,11554.0,48.0,92.0,11441.0,2897.8904302429405,0.017560311651222182,0.960418118466899,0.8457270304085296,0.973086311572886,0.9573761375506309,0.9049476135040745,31094.0,860.0,5672.0,127399.0
96,6.25e-06,249.98806181550026,0.010805621863648163,0.9923492543764858,0.9900026080153004,0.994585152838428,0.9901583226358579,0.9922885897268331,11388.0,62.0,115.0,11570.0,2728.678117687837,0.016534937843889333,0.9646114225117406,0.8657218083020559,0.967265444075859,0.9639741190792885,0.9136809743407828,30908.0,1046.0,4794.0,128277.0
97,6.25e-06,248.20900809764862,0.010728723064519068,0.992522152582667,0.9910225718194254,0.9941675958487006,0.990850470547229,0.9925925925925926,11591.0,68.0,105.0,11371.0,2773.7738175868985,0.016808203712085433,0.9638721405847599,0.8626116071428571,0.9675158039682042,0.9629971969850681,0.9120571141988967,30916.0,1038.0,4924.0,128147.0
98,6.25e-06,252.15895207226276,0.010899457621450736,0.9921331316187595,0.9898783703325679,0.9946158447995898,0.9895924435892951,0.9922414528092762,11638.0,63.0,119.0,11315.0,2843.5458791591873,0.01723100063117217,0.9617936676261173,0.8545715944593436,0.9672967390624022,0.9604722291107755,0.9074468241269468,30909.0,1045.0,5260.0,127811.0
99,6.25e-06,251.31951686739922,0.010863173411169191,0.9924789280311217,0.9899662658939538,0.9949578370859776,0.9900275103163686,0.9924557752341311,11445.0,58.0,116.0,11516.0,2986.468367690154,0.018097066309287407,0.9581336161187699,0.8392803923162372,0.9694247981473368,0.9554222933621901,0.8996703599901253,30977.0,977.0,5932.0,127139.0
100,3.125e-06,246.6622335612774,0.010661864428842765,0.9930840717527556,0.9911657716958254,0.9949573987132673,0.9912318404538812,0.9930579659840333,11444.0,58.0,102.0,11531.0,2842.078452629514,0.01722210848434791,0.9620663535827905,0.8572978084325287,0.9646679601927771,0.9614416364196556,0.907819172434104,30825.0,1129.0,5131.0,127940.0
101,3.125e-06,245.47057950496674,0.010610355716661626,0.9933866436135725,0.9910391176977426,0.995757943035235,0.9910220994475138,0.9933929265448892,11502.0,49.0,104.0,11480.0,2785.8562083065362,0.016881419229247303,0.9633631267989698,0.8581619110816191,0.9713337923264693,0.9614491512049959,0.9112474677783976,31038.0,916.0,5130.0,127941.0
102,3.125e-06,244.9050781428814,0.010585912173887244,0.9935595418197536,0.9918405909129949,0.9953456300637821,0.9917627677100495,0.9935900193590019,11548.0,54.0,95.0,11438.0,2776.248842911308,0.01682320159316048,0.9637206483866081,0.8591861011978864,0.9719283970707893,0.9617497426186021,0.9120864598170365,31057.0,897.0,5090.0,127981.0
103,3.125e-06,243.19663199782372,0.010512065355427867,0.9920466825156689,0.9906711583311739,0.9934170636639238,0.9906816220880069,0.9920422108814116,11469.0,76.0,108.0,11482.0,2816.3199543332958,0.017066020023228577,0.9621814876533858,0.8553580806545233,0.968454653564499,0.9606751283149597,0.908399747552581,30946.0,1008.0,5233.0,127838.0
104,3.125e-06,244.57939445972443,0.01057183464273717,0.992695050788848,0.990613592908048,0.9946766733571865,0.9907502569373073,0.9926409753973439,11398.0,61.0,108.0,11568.0,2735.546908454228,0.016576560572363144,0.9640236327829117,0.8648027146022043,0.9650747950178381,0.9637712198751043,0.9121914424740805,30838.0,1116.0,4821.0,128250.0
105,3.125e-06,238.2479778677225,0.010298161999901556,0.9936459909228442,0.9922100656455142,0.9949096015446727,0.992419725747381,0.9935579999123537,11336.0,58.0,89.0,11652.0,2786.840836797082,0.01688738577062313,0.9629874261475534,0.8597116294605578,0.9665769543719096,0.96212548188561,0.9100176782557454,30886.0,1068.0,5040.0,128031.0
106,3.125e-06,247.21187706291676,0.010685622522710903,0.9927814998919386,0.9914780063699751,0.9941308475746591,0.9914278292492856,0.9928026548291169,11518.0,68.0,99.0,11450.0,2794.123329889024,0.01693151540608407,0.9631449780336313,0.8593133714793623,0.9681729986856106,0.9619376122521061,0.9105009123550534,30937.0,1017.0,5065.0,128006.0
107,3.125e-06,249.2277890741825,0.010772759415352605,0.9923060298249405,0.9908439146583744,0.9937624534349823,0.990855762594893,0.9923010380622839,11471.0,72.0,106.0,11486.0,2625.8610237797,0.015911898341340405,0.9661445235570368,0.8752454956878148,0.9623208362020405,0.9670626958540929,0.916720079896254,30750.0,1204.0,4383.0,128688.0
108,3.125e-06,249.70993602275848,0.010793600000983726,0.9919602334125783,0.990402075226978,0.9934946656258131,0.9904359813889367,0.9919459599896077,11454.0,75.0,111.0,11495.0,2841.6317848508947,0.017219401817002846,0.9619451598242691,0.8581352527619686,0.9626024910809289,0.9617873165453029,0.9073718988760732,30759.0,1195.0,5085.0,127986.0
109,3.125e-06,245.0755514204502,0.01059328080486061,0.9935595418197536,0.9928175839390793,0.994280266920877,0.9928423594342877,0.9935483870967742,11473.0,66.0,83.0,11513.0,2777.5615164662786,0.016831155985252408,0.9627086805029541,0.861202889623117,0.9625399011078425,0.962749209068843,0.9090559791925281,30757.0,1197.0,4957.0,128114.0
110,3.125e-06,245.83326925337315,0.010626032818386564,0.9931705208558461,0.990733523859011,0.9955617439735445,0.9908107179663346,0.9931417657782794,11440.0,51.0,107.0,11537.0,2665.4952190726012,0.016152069196016368,0.9645084078169974,0.8676773084617769,0.9636665206233961,0.9647105680426239,0.9131562949453613,30793.0,1161.0,4696.0,128375.0
111,3.125e-06,239.48162530362606,0.010351485857083469,0.9936892154743895,0.9910830231148818,0.9962579409973022,0.9911542425283407,0.9936637444666263,11448.0,43.0,103.0,11541.0,2730.1113475201,0.01654362276939918,0.9644114528101803,0.8634374738719657,0.9695499780935094,0.9631775518332318,0.9134222746369869,30981.0,973.0,4900.0,128171.0
112,3.125e-06,247.32077905535698,0.01069032976249652,0.9922628052733953,0.9900400102153741,0.9946972288744441,0.9897754085467098,0.9923631554247195,11630.0,62.0,117.0,11326.0,2631.9557594157804,0.01594883053728696,0.9662838963793364,0.8764192388885719,0.9614445765788321,0.967445949906441,0.9169651384909265,30722.0,1232.0,4332.0,128739.0
113,3.125e-06,250.441878169775,0.010825237872045602,0.9924357034795764,0.9902829134061398,0.9946450164104336,0.9902223760491478,0.9924591718016116,11516.0,62.0,113.0,11444.0,2630.7309369666086,0.01594140849548013,0.9659324344796243,0.8695200673589671,0.9695499780935094,0.9650637629536112,0.9168146306818182,30981.0,973.0,4649.0,128422.0
114,3.125e-06,246.39224721491337,0.010650194390097832,0.9928679489950292,0.9909389023127373,0.9948020445291519,0.9909420289855072,0.9928667156629631,11483.0,60.0,105.0,11487.0,2707.5586609639713,0.016406960526974528,0.9647750340857446,0.8689417675784007,0.9633848657445078,0.9651088516656522,0.9137293895905375,30784.0,1170.0,4643.0,128428.0
115,3.125e-06,245.95044660568237,0.010631097756891392,0.99377566457748,0.9925178353923786,0.9949415663701378,0.9926300454194875,0.9937282229965156,11408.0,58.0,86.0,11583.0,2642.169827155555,0.016010724600245753,0.9658960763520679,0.8694151324651999,0.9694873881204231,0.9650337038122506,0.9167283165152545,30979.0,975.0,4653.0,128418.0
116,3.125e-06,244.20514361560345,0.010555657817834598,0.9941646855413875,0.9929120409906064,0.9955475640037674,0.9927548882681564,0.9942280559237248,11627.0,52.0,83.0,11373.0,2744.2540861294206,0.01662932335179167,0.9653325253749432,0.8681411209969407,0.9679852287663516,0.9646955384719436,0.9153485343947443,30931.0,1023.0,4698.0,128373.0
117,3.125e-06,244.1485602259636,0.010553212026192504,0.9928679489950292,0.9915951672211522,0.9939447125932427,0.9918228279386712,0.9927685497655258,11326.0,69.0,96.0,11644.0,2665.6073348927653,0.016152748582898138,0.964896227844266,0.870836050236725,0.9612881016461163,0.9657626379902458,0.9138292650274443,30717.0,1237.0,4556.0,128515.0
118,3.125e-06,249.6270633637905,0.01079001786746447,0.9921763561703048,0.9898725336127118,0.9942997456809611,0.9901125127855438,0.9920812005075031,11338.0,65.0,116.0,11616.0,2718.430321624377,0.01647283939781474,0.9636539918194214,0.8630616012980473,0.9654816298428992,0.9632151257599326,0.9114032496307237,30851.0,1103.0,4895.0,128176.0
119,3.125e-06,248.68329718708992,0.010749223997712986,0.9933001945104819,0.9913356781333105,0.9953488372093023,0.991236442516269,0.9933382043237202,11556.0,54.0,101.0,11424.0,2683.3545924849604,0.01626029142545045,0.9641205877897289,0.8625261105695585,0.9691744382549915,0.9629070195609862,0.9127455459113751,30969.0,985.0,4936.0,128135.0
120,1.5625e-06,244.9764163196087,0.01058899573458434,0.9927814998919386,0.9911751856705985,0.9942156003505697,0.9913859275053305,0.9926930649748414,11344.0,66.0,101.0,11624.0,2760.000506461019,0.01672474174495391,0.9631570974094834,0.8638281118173126,0.9612568066595731,0.963613409382961,0.9099419362483707,30716.0,1238.0,4842.0,128229.0
121,1.5625e-06,239.37427465617657,0.01034684567348937,0.9931272963043009,0.9912546540826046,0.9949591517469146,0.9913148164072577,0.993103448275862,11448.0,58.0,101.0,11528.0,2752.129169201563,0.016677043897600746,0.9629328889562188,0.8589369564613376,0.967453213995118,0.9618474348280242,0.9099713003164325,30914.0,1040.0,5077.0,127994.0
122,1.5625e-06,244.63259109854698,0.01057413404359399,0.9927382753403934,0.9913080895008606,0.9942171586397376,0.9912546540826046,0.9927604929759544,11519.0,67.0,101.0,11448.0,2677.1808470053347,0.016222880454508922,0.9649992425390093,0.8684966216216217,0.9654190398698128,0.9648984376761278,0.9143966564899072,30849.0,1105.0,4671.0,128400.0
123,1.5625e-06,244.79984273016453,0.010581363420365876,0.9932569699589366,0.9911762186241755,0.9954400757119505,0.9910528144544822,0.9933035714285716,11570.0,53.0,103.0,11409.0,2714.2485532915694,0.016447499186738792,0.9651870928647175,0.8664466877324459,0.9696751580396821,0.9641093852154113,0.9151591227940634,30985.0,969.0,4776.0,128295.0
124,1.5625e-06,248.03406503796577,0.010721161229218318,0.9924357034795764,0.9908874127065236,0.9941895240536615,0.9906403079076277,0.9925357219023245,11635.0,68.0,107.0,11325.0,2816.270160745898,0.017065718289628225,0.9632176942887442,0.8580479167819399,0.9706140076359767,0.9614416364196556,0.9108663729809104,31015.0,939.0,5131.0,127940.0
125,1.5625e-06,243.20595389604568,0.010512468290298062,0.9938621136805705,0.9918664383561644,0.9959594222833562,0.9917412848822046,0.9939087165408373,11585.0,47.0,95.0,11408.0,2732.460447084898,0.01655785757966913,0.9651022572337524,0.8688917053936065,0.965450334856356,0.9650186742415703,0.914629626884478,30850.0,1104.0,4655.0,128416.0
126,1.5625e-06,241.92009490728378,0.010456887612158365,0.9929543980981197,0.991683271246643,0.9941809970470731,0.9917390930212546,0.9929305633863903,11447.0,67.0,96.0,11525.0,2765.063600154491,0.016755422512676813,0.9629692470837752,0.8595797968554334,0.9666708393315391,0.962080393173569,0.9099854173724757,30889.0,1065.0,5046.0,128025.0
127,1.5625e-06,247.13306617736816,0.01068221595752618,0.9933434190620273,0.992619926199262,0.9941555651052858,0.9925217391304347,0.993387152181381,11567.0,68.0,86.0,11414.0,2799.2796919072684,0.016962761350748482,0.9633146492955613,0.8588251593239125,0.9699881079051136,0.9617121686919013,0.9110281582505437,30995.0,959.0,5095.0,127976.0
128,1.5625e-06,239.2126012146473,0.010339857411482484,0.9927814998919386,0.9913329866527995,0.9941764450239027,0.9914015477214101,0.9927526797725991,11438.0,67.0,100.0,11530.0,2731.190113448534,0.01655015975427077,0.9651325556733829,0.8676883350174021,0.967453213995118,0.9645753019065011,0.9148589861205646,30914.0,1040.0,4714.0,128357.0
129,1.5625e-06,245.99235889315605,0.01063290939672168,0.9927814998919386,0.991853185833119,0.9938133699948445,0.9917369748630077,0.9928323103995881,11566.0,72.0,95.0,11402.0,2782.9690274093537,0.01686392381402426,0.9631510377215573,0.8642750542055022,0.9605370219690805,0.9637787346604444,0.9098670461114322,30693.0,1261.0,4820.0,128251.0
130,1.5625e-06,239.05919525027275,0.010333226507468025,0.9941214609898422,0.9929991356957649,0.9952356202356203,0.9930118195151411,0.994116120100372,11489.0,55.0,81.0,11510.0,2685.9589365804477,0.01627607293792121,0.9654173610059082,0.869041927954782,0.9671402641296865,0.96500364467089,0.9154706361549286,30904.0,1050.0,4657.0,128414.0
131,1.5625e-06,248.45999464392662,0.010739571845425832,0.9926518262373027,0.9902266043937035,0.995046062923692,0.9902829134061398,0.9926304837870643,11449.0,57.0,113.0,11516.0,2752.5440851317153,0.016679558158653025,0.9641387668535071,0.8638548828889262,0.9672341490893159,0.9633954806080964,0.9126262327998582,30907.0,1047.0,4871.0,128200.0
132,1.5625e-06,239.00769805908203,0.010331000564472965,0.9937324400259347,0.9925029817686147,0.9951311181344494,0.992299614980749,0.9938153124333546,11650.0,57.0,88.0,11340.0,2820.4306336117893,0.017090929456820416,0.9636479321314952,0.8609172066635148,0.9687676034299305,0.962418558513876,0.9116637952614451,30956.0,998.0,5001.0,128070.0
133,1.5625e-06,237.98114842176437,0.01028662841676094,0.9938188891290253,0.9925855677213553,0.9950734658599827,0.9925637699956766,0.9938279597738358,11513.0,57.0,86.0,11479.0,2705.878861176203,0.01639678146448237,0.964472049689441,0.8633742792679869,0.9700194028916568,0.963139977906531,0.9135951661631421,30996.0,958.0,4905.0,128166.0
134,1.5625e-06,243.4528045654297,0.010523138299780839,0.9929543980981197,0.9904969485614646,0.99526938239159,0.9906996587030716,0.9928774306314179,11361.0,54.0,109.0,11611.0,2590.679307430806,0.01569870811956253,0.9659687926071807,0.8711040973905202,0.9673906240220317,0.965627371854123,0.9167259786476869,30912.0,1042.0,4574.0,128497.0
135,1.5625e-06,240.9640028476715,0.010415560961645623,0.9928247244434839,0.9907713738464218,0.9947552447552448,0.9909362975630611,0.9927593125708803,11380.0,60.0,106.0,11589.0,2571.2125987062573,0.015580745939744022,0.9674594758369944,0.8761390005093667,0.9689240783626463,0.9671077845661339,0.9201985377162217,30961.0,993.0,4377.0,128694.0
136,1.5625e-06,249.44858846068382,0.010782303369815597,0.99221958072185,0.990937338166753,0.9935098650051921,0.9909318594006391,0.9922219341457091,11481.0,75.0,105.0,11474.0,2671.807028621492,0.016190316792131447,0.9659627329192546,0.8719389916678435,0.9661075295737623,0.9659279632677292,0.9166109948188068,30871.0,1083.0,4534.0,128537.0
137,1.5625e-06,244.63325563073158,0.010574162767699657,0.9924789280311217,0.9904169904169904,0.9945383615084525,0.9904310344827586,0.9924733973527122,11472.0,63.0,111.0,11489.0,2662.1366572384613,0.016131717359421066,0.9657203454022117,0.8705159635923014,0.9667647242911686,0.9654695613619797,0.916119274625228,30892.0,1062.0,4595.0,128476.0
138,1.5625e-06,242.432882219553,0.01047905261376931,0.9936027663712989,0.9925881237610963,0.9946454788841869,0.992557978539287,0.9936157363471658,11517.0,62.0,86.0,11470.0,2656.1677181346668,0.016095547451202345,0.9658536585365853,0.8723789580916268,0.9647931401389498,0.966108318115893,0.9162617211299838,30829.0,1125.0,4510.0,128561.0
139,1.5625e-06,237.97610783576965,0.010286410539691794,0.9931272963043009,0.9916508865553452,0.9946473279806614,0.9916031855955678,0.9931468471186587,11521.0,62.0,97.0,11455.0,2791.179824623655,0.016913678682767185,0.9644296318739585,0.8644034646549316,0.9681729986856106,0.9635307467442192,0.9133502598016061,30937.0,1017.0,4853.0,128218.0
140,7.8125e-07,239.38285288214684,0.010347216463459988,0.9939917873352064,0.9928755364806867,0.9951819667899854,0.9927901320361362,0.9940274137412451,11567.0,56.0,83.0,11429.0,2742.0353323399854,0.016615878396242904,0.9652295106802,0.8663703952149365,0.9700506978781999,0.9640718112887106,0.9152837654284534,30997.0,957.0,4781.0,128290.0
